Level,Spell Name,Spell Description,Skill,Mana,Tag,Class
48,Chilling Bolt,"Launches a Chilling Bolt at your target, causing 285 Cold Damage and slowing their Movement Speed for 6 seconds.",Evo,,Direct Damage | Cold | Snare,Wizard
48,Firestorm,Engulfs your target with a firestorm for 700 points of Fire Damage.,Evo,,Direct Damage | Fire,Wizard
48,Greater Lure of Flame,"Unleash hard to resist, fiery magic upon your target for 440 points of Fire Damage.",Evo,,Direct Damage | Fire,Wizard
48,Greater Lure of Frost,"Unleash hard to resist, icy magic upon your target for 440 points of Cold Damage.",Evo,,Direct Damage | Cold,Wizard
48,Rapid Responses,"Haste your target's mind, increasing their Casting Speed by 25% for 30 minutes.",Alt,,Spell Haste,Wizard
50,Conflagrate,Engulfs your target with Conflagrate for 1200 points of Fire Damage.,Evo,,Direct Damage | Fire,Wizard
50,Greater Invisibility,"Shrouds your target with greater invisibility, which does not have a chance of ending early.",Div,,Invisibility,Wizard
50,Translocate,Translocate your target to their bind location.,Alt,,Bind,Wizard
52,Greater Lure of Fire,"Unleash hard to resist, fiery magic upon your target for 750 points of Fire Damage.",Evo,,Direct Damage | Fire,Wizard
52,Greater Lure of Ice,"Unleash hard to resist, icy magic upon your target for 750 points of Cold Damage.",Evo,,Direct Damage | Cold,Wizard
54,Flames of Eth,Engulfs your target with Flames of Eth for 1400 points of Fire Damage.,Evo,,Direct Damage | Fire,Wizard
55,Evacuation,"Evacuate your group, relocating them to a safe location in the current zone.",Alt,,Teleport,Wizard
55,Mental Alacrity,"Haste your target's mind, increasing their Casting Speed by 30% for 30 minutes.",Alt,,Spell Haste,Wizard
56,Greater Lure of Freezing,"Unleash hard to resist, icy magic upon your target for 875 points of Cold Damage.",Evo,,Direct Damage | Cold,Wizard
56,Greater Lure of Magma,"Unleash hard to resist, fiery magic upon your target for 875 points of Fire Damage.",Evo,,Direct Damage | Fire,Wizard
58,Fires of Eth,Engulfs your target with Fires of Eth for 1600 points of Fire Damage.,Evo,,Direct Damage | Fire,Wizard
60,Greater Lure of Chilling,"Unleash hard to resist, icy magic upon your target for 1000 points of Cold Damage.",Evo,,Direct Damage | Cold,Wizard
60,Greater Lure of Lava,"Unleash hard to resist, fiery magic upon your target for 1000 points of Fire Damage.",Evo,,Direct Damage | Fire,Wizard
1,Quick Shot,"Fire a quick shot at your target for 100% (L1) to 150% (L60) Weapon Damage, and an additional 1 (L1) to 40 (L60) Physical Damage. Requires a bow and arrow. Shares a cooldown with other Might abilities.",Mgt,Innate,Direct Damage | Physical,Archer
1,Throw,Throw a weapon at your target. Requires a throwing weapon.,Mar,Innate,Direct Damage | Physical,Archer
2,Deadeye,"Lock onto your targets, granting you a chance to activate Rapid Shots on ranged attacks. This ability persists until canceled. Rapid Shots: Hasten yourself, increasing your Attack Speed by 15% for 30 seconds.",Mar,Innate,Melee Haste | (self only),Archer
3,Disengagement,"Launch yourself away from your target, decreasing your Threat by 100 (L1) to 1000 (L60).",Acr,Innate,Aggro Reduction | (self only),Archer
4,Dispelling Shot,"Fire off a dispelling shot at your target, dealing 1 (L1) to 15 (L60) Physical Damage, with up to 115% (L1) to 130% (L60) damage variance, and removing one beneficial effect. Requires a bow and arrow. Shares a cooldown with other Might abilities.",Mgt,Innate,Direct Damage | Physical | Purge | Magic,Archer
5,Illuminating Shot,"Fire off an illuminating shot at your target, causing them to light up for 2 minutes. Requires a bow and arrow. Limited to one target.",Mar,Innate,Misc.,Archer
6,Pinning Shot,"Fire a pinning shot at your target, interrupting their casting, knocking them back, and immobilizing them for 6 seconds. Requires a bow and arrow. Shares a cooldown with other Martial abilities.",Mar,Innate,Interrupt | Root | Stun,Archer
7,Scatter Shot,"Fire a scatter shot at your target, incapacitating them for 4 seconds. Disables auto-attack. Requires a bow and arrow.",Mar,Innate,Stun,Archer
8,Exposing Shot,"Fire an exposing shot at your target, decreasing their Defense by 5 and increasing their Physical Damage received by 5% for 1 minute. Requires a bow and arrow. Shares a cooldown with other Martial abilities.",Mar,Innate,Physical Damage Vulnerability,Archer
9,Flurry of Arrows,"Prepare yourself to unleash a flurry of arrows, instantly resetting the cooldown of your Quick Shot ability, and increasing your Ranged Damage by 50% for 12 seconds. This ability resets the cooldown of Quick Shot a second time when it ends.",Mgt,Innate,Increase Physical Damage | (self only),Archer
10,Aimed Shot,"Fire an Aimed Shot at your target, dealing 100%(L1) to 150%(L60) Physical Damage, and reduce incoming healing effects by 50% for 30 seconds. Additionally, if your target is below 20% health, this ability rolls its damage twice.",Mgt,Innate,Direct Damage | Physical | Reduced Healing,Archer
11,Immobilizing Trap,Lay a trap at your feet. Enemies who step on the trap will be rooted in place for 1 minute. Damage may break the effect.,,Innate,Root | Trap,Archer
12,Caltrops,Place caltrops in an area around you. Enemies who stand in the caltrops have their speed reduced by 30%.,,Innate,AoE | Snare | Trap,Archer
1,Corruption Protection,"Wards your target from Corruption, increasing their Corruption Resistance by 5.",Abj,10,Resist | Corruption,Ranger
1,Invisibility versus Animals,Shrouds your target with invisibility versus beasts.,Div,20,Invisibility | (animals only),Ranger
1,Polar Align: North,Magically faces caster North.,Div,5,Misc. | (self only),Ranger
1,Taunt,Increase your hate with your target.,Mar,Innate,Taunt,Ranger
1,Strike,"Strikes your target for 1 (L1) to 50 (L60) Melee Damage, with 150% (L1) to 350% (L60) Damage Variance. Triggers cooldown of Might abilities.",Mit,Innate,Direct Damage | Physical,Ranger
1,Throw,Throw a throwing weapon at your target. Requires throwing weapon.,Mar,Innate,Direct Damage | Physical,Ranger
1,Weak Heal,"Weakly heals the wounds of a friendly target, healing them for 6 Health.",Alt,6,Direct Heal,Ranger
2,Truestrike Aura,"Heighten the senses of your group, increasing their Archery, Bludgeoning, Piercing, Throwing, and Slashing by 5 and Dexterity by 1 (L1) to 15 (L60).",,Innate,+DEX,Ranger
3,Kick,"Kicks your target, interrupting their casting, locking them out of that school of magic for 4 seconds.",Acr,Innate,Interrupt,Ranger
4,Burning Embers,"Burns your target for 60 seconds, dealing 1 Fire Damage every 6 seconds and decreasing AC by 1. Max 3 Stacks. This spell does not stack with itself or any others in the same line. Requires Fire Beetle Eye.",Evo,5,Damage Over Time | Fire | Physical Damage Vulnerability,Ranger
5,Snare,"Several small roots emerge from the ground and cling to your target's feet, decreasing their Movement Speed by 35% for 30 seconds.",Alt,10,Snare,Ranger
6,Woodskin,"Solidifies the skin of a friendly target, increasing their Armor Class by 5 for 30 minutes.",Abj,10,+AC,Ranger
7,Fire Protection,"Wards your target from heat, increasing their Fire Resistance by 5.",Abj,10,Resist | Fire,Ranger
8,Cure Disease,Cures diseases.,Alt,10,Cure | Disease,Ranger
8,Minor Heal,"Slightly heals the wounds of a friendly target, healing them for 10 Health.",Alt,8,Direct Heal,Ranger
8,Shroud,"Camouflage yourself in nature's shroud, rendering you unseen by the living for 10 minutes.",Div,0,Invisibility,Ranger
9,Twisting Roots,"Large roots emerge from the ground and cling to your target's feet, applying an immobilize effect for 30 seconds. This effect has a chance to be removed by Damage.",Alt,15,Root,Ranger
10,Whistling Shot,"Fire a whistling shot at your target, dealing 90% Weapon Damage plus 1 (L1) to 20 (L60) Physical Damage, and increasing Threat by 25 (L1) to 250 (L60).",Mit,Innate,Direct Damage | Physical | Aggro Gen,Ranger
11,Fire Arrows,"Imbue your arrows with fire, increasing your Ranged Damage dealt by 1 (L1) to 7 (L60) Fire Damage. Additionally, each ranged attack grants you a chance to activate Fire Arrow Advantage reducing cast time of your next Flameburst or Burning Embers line by 100% for 10 seconds.",Alt,Innate,Fire | Spell Haste | (self only),Ranger
11,Imbue Weapon: Fire,"Imbued your weapon with fire, granting you a chance to activate Fire Attack on melee attacks for 15 minutes. Fire Attack: Unleash a fire attack, dealing 7 (L1) to 75 (L60) Fire Damage.",Alt,25,Direct Damage | Fire | (self only),Ranger
11,Poison Protection,"Wards your target from toxins, increasing their Poison Resistance by 5.",Abj,10,Resist | Poison,Ranger
12,Cold Protection,"Wards your target from frost, increasing their Cold Resistance by 5.",Abj,10,Resist | Cold,Ranger
12,Lesser Heal,"Lightly heals the wounds of a friendly target, healing them for 25 Health.",Alt,20,Direct Heal,Ranger
12,Lull Beasts,"Placates an aggressive beast target, greatly reducing the range of their social and proximity aggro for 2 minutes. Has no effect on an already aggroed target. This ability has a slight chance to fail and cause primary and social aggro. It also has a slight chance of ending early.",Alt,10,Pacify | (animals only),Ranger
13,Sneak,"Begin to sneak, causing you to be hidden from enemies while behind them.",Sub,Innate,Stealth / Hide | (self only),Ranger
14,Truestrike,"Make your attacks strike true, increasing your Archery and Offense by 10 and Physical Damage dealt by 100% for 30 seconds.",Alt,Innate,Increase Physical Damage | (self only),Ranger
15,Camouflage,"Camouflage a target group member in nature's shroud, rendering them unseen by the living.",Div,20,Invisibility,Ranger
15,Salvage Arrows,"Search the corpses around you, looking for arrows",,0,Misc.,Ranger
16,Fireburst,Bursts your target with fire for 12 (L4) to 15 (L7) points of Fire Damage.,Evo,15,Direct Damage | Fire,Ranger
16,Sense Magic,Grants your target the ability to see buff effect when you consider them.,Div,20,Misc.,Ranger
17,Fear Beast,"Fears an enemy beast, causing them to run away in terror. Doing damage has a small chance to break this effect early.",Alt,20,Fear | (animals only),Ranger
18,Enduring Breath,Grants your target the ability to breath underwater.,Alt,20,Enduring Breath,Ranger
19,Prickly Barrier,"Surrounds your target with a prickly barrier, providing a Damage Shield with 5 Damage Per Hit for 10 minutes.",Abj,25,Damage Shield,Ranger
19,Prickly Tunic,"Wrap yourself in a prickly tunic, increasing your Armor Class by 10 and granting you a damage shield that deals 1 damage when hit for 1 hour.",Abj,25,+AC | Damage Shield,Ranger
20,Minor Regeneration,"Gently regenerate your target, increasing their Health Regeneration by 2 for 20 minutes.",Alt,20,Health Regen,Ranger
20,See Invisibility,"Glaze the eyes of your target with a magical coating, granting them the ability to see invisible entities.",Div,20,Misc.,Ranger
20,Speed of the Wild,"Bestows the Speed of the Wild, increasing the Movement Speed of a friendly target by 40% (L8) to 60% (L60) for 30 minutes.",Alt,20,Movement Speed,Ranger
20,Unity,"Placates a target and any 3 nearby entities, reducing the range of their social and proximity aggro for 2 minutes.",Alt,30,AoE | Pacify,Ranger
21,Bind Vision,"Bind Vision with your target, granting you the ability to see through their eyes.",Div,10,Misc. | (self only),Ranger
21,Ice Arrows,"Imbue your arrows with ice, increasing your Ranged Damage dealt by 1 (L1) to 7 (L60) Cold Damage. Additionally, each ranged attack reduces the Attack Speed of your target by 1% for 30 seconds. Stacks up to 25 times.",Alt,Innate,Cold | Slow | (self only),Ranger
22,Insect Swarm,"Engulf your target with an insect swarm, dealing 10 Poison Damage every 6 seconds for 60 seconds.",Con,,Damage Over Time | Poison,Ranger
23,Scorching Embers,"Burns your target for 60 seconds, dealing 3 Fire Damage every 6 seconds and decreasing AC by 6. Max 3 Stacks. This spell does not stack with itself or any others in the same line. Requires Fire Beetle Eye.",Evo,,Damage Over Time | Fire | Physical Damage Vulnerability,Ranger
24,Corruption Resistance,"Greatly wards your target from subversion, increasing their Corruption Resistance by 15.",Abj,,Resist | Corruption,Ranger
24,Jackal Form,"Shapeshift into a Jackal, increasing your Movement Speed by 40% (L8) to 60% (L60) for 30 minutes.",Alt,50,Movement Speed | Shapeshift | (self only),Ranger
24,Wolf Form,"Shapeshift into a Wolf, increasing your Movement Speed by 40% (L8) to 60% (L60) for 30 minutes.",Alt,50,Movement Speed | Shapeshift | (self only),Ranger
24,Stoneskin,"Solidifies the skin of a friendly target, increasing their Armor Class by 10 for 30 minutes.",Abj,30,+AC,Ranger
26,Hearth of the Ranger,"Place a Hearth of the Ranger at your feet, providing warmth, comfort, and a place to cook. This ability lasts 50% longer than a normal campfire, and each log adds 50% more burn time. This ability requires 8 Wood.",Con,,Misc. | (self only),Ranger
28,Unification,"Placate your target, reducing their Proximity Aggro for 2 minutes. This spell can only be used outdoors. This spell cannot be resisted. This spell has a very slight chance to end early. This spell has no effect on Social Aggro. This spell is limited to one target.",Alt,15,Pacify,Ranger
30,Stinging Swarm,"Engulf your target with a stinging swarm, dealing 20 Poison Damage every 6 seconds for 60 seconds.",Con,,Damage Over Time | Poison,Ranger
31,Imbue Weapon: Nature,"Imbue your weapon with nature, granting you a chance to activate Nature Attack on melee attacks for 15 minutes. Nature Attack: Unleash a nature attack, dealing 7 (L1) to 75 (L60) Magic Damage.",Alt,25,Direct Damage | Magic | (self only),Ranger
31,Nature Arrows,"Imbue your arrows with nature, increasing your Ranged Damage dealt by 1 (L1) to 7 (L60) Magic Damage. Additionally, each ranged attack grants you a chance to activate Nature Arrow Advantage reducing cast time of your next spell in the Root or Snare line by 100%.",Alt,Innate,Magic | Spell Haste | (self only),Ranger
